Ragione_Sociale,Dipendenti_Sintetici,Fatturato_Sintetico,Utile_Sintetico,classificazione_servizi_finanziari,classificazione_servizi_non_finanziari,classificazione_software_informatica,classificazione_software_rd,Macro_Area_Nord,Macro_Area_Sud_Isole,Prod_Firewall,Prod_Endpoint_Security,Prod_Cloud_Security,Prod_SOC_Gestito
Lopresti-Michelangeli SPA,0.0,0.008613853160646345,0.5913027692566543,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
"Renzi, Marazzi e Lucciano SPA",0.0,0.009909199207527603,0.5932531856982498,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Oliboni-Ferraris Group,0.5918367346938774,0.37179601892668823,0.590131828836056,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
"Sansoni, Pirandello e Scaramucci s.r.l.",0.04081632653061225,0.0509408906799969,0.5702429190764811,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Panzera e figli,0.04081632653061225,0.026994747650810214,0.6002555055871621,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
"Parmitano, Boiardo e Fallaci SPA",0.02040816326530612,0.030893661407894204,0.5804396283873108,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Ginesio, Colletti e Bataglia s.r.l.",0.9591836734693877,0.9414506523165959,0.5309133104927434,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Porzio-Querini s.r.l.,0.061224489795918366,0.03507781312039416,0.5870955564937143,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Accardo, Golgi e Mascheroni s.r.l.",0.061224489795918366,0.0539665259604498,0.5998151730347195,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Mondadori s.r.l.,0.061224489795918366,0.041201893082355376,0.5802693736582207,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
"Cremonesi, Versace e Berlusconi s.r.l.",0.061224489795918366,0.06283018657335612,0.6270432375788887,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Celentano SPA,0.10204081632653061,0.09956623961432577,0.6263981124342027,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Bartoli SPA,0.0,0.0012225702915749483,0.5974326250189871,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
"Galuppi, Morellato e Cagnotto Group",0.10204081632653061,0.05746136956434839,0.5729988006258248,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Jacuzzi, Gabba e Bartoli Group",0.04081632653061225,0.04021206878954154,0.6164689505895593,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Cutrufo-Botticelli e figli,0.0,0.007789910057663523,0.5856433129401835,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
"Barcaccia, Fuseli e Morandi Group",0.0,0.0036219113634366933,0.5915895161858806,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Pascarella SPA,0.04081632653061225,0.02476296852688233,0.6009119971768875,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
"Pinamonte, Lippomano e Sinisi SPA",0.26530612244897955,0.18209457010739202,0.5806336089952483,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Cristoforetti-Nonis s.r.l.,0.04081632653061225,0.031531286587171366,0.6098406749521077,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Tremonti-Vergassola SPA,0.24489795918367344,0.216630859484056,0.47086169473493905,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Toscanini-Tremonti Group,0.08163265306122448,0.06039234405905677,0.6152589811738653,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Vittadello Group,0.061224489795918366,0.04782247877574913,0.600346684134532,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Tutino-Mazzeo e figli,0.08163265306122448,0.05445097886694288,0.5851020332503548,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Casarin, Mocenigo e Surian SPA",0.4285714285714285,0.25689039172011396,0.5515790600645547,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Toso-Baggio s.r.l.,0.02040816326530612,0.018656694812956905,0.5940249547150496,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Sordi, Cassarà e Terragni Group",0.8571428571428571,0.4641063738130878,0.4971266710658925,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Chiappetta Group,0.02040816326530612,0.013073520736424211,0.6005975372920838,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"Vattimo, Fantozzi e Pederiva e figli",0.04081632653061225,0.02223202057805826,0.5949584851306106,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Petrucelli, Colletti e Satta Group",0.061224489795918366,0.03378834590349226,0.5693412550314475,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Bernini, Bongiorno e Innocenti s.r.l.",0.02040816326530612,0.024885683749968492,0.5821198813161677,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Serao-Comencini Group,0.0,0.00934219186755756,0.5971324147750376,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Villarosa-Tirabassi e figli,0.04081632653061225,0.033744627840591686,0.5688273606613082,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Balotelli-Zola SPA,0.24489795918367344,0.10183351959161233,0.5318107707173055,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
"Tarantini, Cattaneo e Carducci Group",0.693877551020408,0.5466795127971958,0.7127256072372045,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
Giulietti-Ruggieri s.r.l.,0.061224489795918366,0.06146564345539116,0.6116561154889285,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
"Casellati, Anichini e Giannetti SPA",0.02040816326530612,0.010687368798210212,0.594410824101793,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
Dossetti s.r.l.,0.02040816326530612,0.023972671173000896,0.5953292429420866,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
"Pasolini, Aldobrandi e Santorio SPA",0.061224489795918366,0.06526979243077885,0.556649406892093,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
Cicala-Trupiano s.r.l.,0.0,0.0007226586927220084,0.5900839284692223,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
Camiscione-Carriera e figli,0.061224489795918366,0.03100687476556369,0.5849285525679054,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Vidoni SPA,0.061224489795918366,0.02991474292584591,0.588365105235513,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
"Borsiere, Staglieno e Villarosa s.r.l.",0.08163265306122448,0.07142236422482001,0.6216802715788997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Nicolucci, Comboni e Boccaccio e figli",0.04081632653061225,0.019764915438154076,0.5791192456773421,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Aporti, Speri e Castioni e figli",0.7346938775510203,0.4988548898696177,0.4990009197243432,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
"Mascagni, Palumbo e Bonanno e figli",0.061224489795918366,0.04618674480261803,0.5631866249554257,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
"Lercari, Cannizzaro e Marzorati SPA",0.08163265306122448,0.05045914166824978,0.6155569030071505,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Pastine, Russo e Tafuri s.r.l.",0.02040816326530612,0.013216227651885532,0.5865212813496823,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Schiaparelli, Pacelli e Juvara SPA",0.0,0.0034161293738758846,0.5900412148305241,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
Zanzi-Angiolello s.r.l.,0.061224489795918366,0.02937699668212845,0.6035692351211658,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Gadda, Lovato e Nicolini e figli",0.6530612244897959,0.5351270903786577,0.6839366802817859,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Argento e figli,0.08163265306122448,0.055723734852007024,0.5920047014237769,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Bettin-Taliani e figli,0.08163265306122448,0.05144376922217969,0.5904088172563704,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Barese, Bataglia e Orsini e figli",0.22448979591836735,0.20068574288267843,0.5109271231177286,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Ciani-Eco Group,0.02040816326530612,0.0157331682636178,0.5989413983645877,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Favata s.r.l.,0.6530612244897959,0.5698412587134117,0.6688682420593094,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Alboni-Novaro SPA,0.12244897959183673,0.12072187150454122,0.633651048574717,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Cesaroni-Nievo s.r.l.,0.12244897959183673,0.0780309735608859,0.5523028984712081,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Alboni, Faggiani e Zecchini Group",0.2040816326530612,0.07819911207461118,0.6248978122567224,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
Jacuzzi-Sandi e figli,0.12244897959183673,0.09208894903443783,0.5939893885792631,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
Montalti-Omma s.r.l.,0.10204081632653061,0.09470227401187996,0.5672648600706185,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Prada SPA,0.02040816326530612,0.023121575950493255,0.5987592781757979,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
Lippomano SPA,0.04081632653061225,0.045283347263132274,0.5892612448354186,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
"Collina, Aloisio e Avogadro SPA",0.12244897959183673,0.06692900960743049,0.5630097872652617,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
"Gianvecchio, Vespucci e Bonomo Group",0.02040816326530612,0.013470038948288576,0.601021261225278,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Chiesa, Montessori e Bragadin s.r.l.",0.0,0.003114366767594432,0.5992285787812968,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
"Grisoni, Golgi e Piacentini SPA",0.08163265306122448,0.04864343505382309,0.5889489322258198,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Baroffio SPA,0.14285714285714285,0.15169957693498626,0.6403554466303442,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"Cammarata, Ubaldi e Angiolello e figli",0.4081632653061224,0.3109122542323699,0.4981956915225448,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Toso-Maglio e figli,0.22448979591836735,0.1557274854354205,0.5587457674798849,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
Tutino Group,0.061224489795918366,0.0427399366229706,0.6106266280825842,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"Ortolani, Trapanese e Orlando Group",0.061224489795918366,0.06179582907290213,0.582190010517868,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Martinelli-Mercalli s.r.l.,0.02040816326530612,0.015572304878459581,0.5948044559388074,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
Parisi-Vittadello e figli,0.18367346938775508,0.1343614024432803,0.5450480065964697,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Panatta SPA,0.7959183673469387,0.39318106894520827,0.608854082644338,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Giacconi, Vergassola e Franceschi SPA",0.02040816326530612,0.008618372396491554,0.6007127189486677,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Pozzecco s.r.l.,0.04081632653061225,0.042235836128354534,0.5921903903234705,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
"Verri, Serraglio e Palazzo SPA",0.8571428571428571,0.4591199636829008,0.3497441075504622,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Gullotta-Badoglio Group,0.10204081632653061,0.07447088167336634,0.5443338964554156,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
"Dovara, Mantegazza e Fermi e figli",0.10204081632653061,0.055966995147362315,0.5663350949474941,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Rubbia-Raurica e figli,0.0,0.008755998803838563,0.5937002574688821,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Falloppio s.r.l.,0.061224489795918366,0.06741094214144544,0.5521605179953633,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Montanari s.r.l.,0.08163265306122448,0.07248981690757193,0.6064091981204889,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Caironi s.r.l.,0.26530612244897955,0.23044195927357644,0.5698106362857803,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
"Salgari, Finotto e Tartini e figli",0.0,0.004271772889921146,0.595591144989894,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Interminelli-Gregorio s.r.l.,0.26530612244897955,0.2323692994248171,0.6286978693812996,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
"Costalonga, Gussoni e Montecchi e figli",0.14285714285714285,0.12747205450606464,0.5260193477056779,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"Jacuzzi, Bonomo e Borzomì Group",0.04081632653061225,0.01794563778626595,0.6063193301166713,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
Guicciardini-Savorgnan Group,0.0,0.006147739040988423,0.5894955347386912,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
"Armellini, Polani e Gigli e figli",0.0,0.0014931279949170944,0.5927444881373504,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"Sobrero, Ferretti e Bruno e figli",0.14285714285714285,0.06754690308421193,0.5635620856020332,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Canil-Peranda Group,0.04081632653061225,0.034207389944379996,0.6079401750981955,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
"Cimini, Branciforte e Foà Group",0.04081632653061225,0.028090124775964048,0.6113786179728496,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ruffini Group,0.38775510204081626,0.19177703519978206,0.6266153148657752,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Vismara, Iadanza e Mimun e figli",0.061224489795918366,0.059448021053845855,0.5842841885465903,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Ginesio e figli,0.061224489795918366,0.03214899195362828,0.6004503330078563,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
"Cavalcanti, Papafava e Garzoni e figli",0.08163265306122448,0.047128475555795885,0.5716109702878858,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Volterra Group,0.08163265306122448,0.058137835702258646,0.5890556457548356,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
"Modugno, Staglieno e Pirelli s.r.l.",0.08163265306122448,0.07234042672285729,0.6026370202897091,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Paoletti e figli,0.10204081632653061,0.04996877628602824,0.6209614938865788,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
"Iannucci, Scandone e Mengolo SPA",0.44897959183673464,0.3775445771535766,0.6735910932234237,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
"Balbi, Cardano e Collodi s.r.l.",0.26530612244897955,0.14369755489887415,0.5074769307160736,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
"Renault, Barozzi e Vercelloni e figli",0.0,0.0038649636668884506,0.5976293728900406,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"Canevascini, Moretti e Grasso SPA",0.0,0.002901055776996072,0.5968692525891992,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
"Franceschi, Finzi e Baracca Group",0.18367346938775508,0.15434609038521244,0.5101201357632389,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vergassola-Strangio SPA,0.08163265306122448,0.08059476893694634,0.588956261188608,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Bruscantini Group,0.061224489795918366,0.027542475976545158,0.5987447160207119,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Rismondo e figli,0.6326530612244897,0.5781017412767119,0.24890488838541608,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Moresi s.r.l.,0.0,0.0049366771249583835,0.5943632463302952,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Renzi SPA,0.061224489795918366,0.051437694635114654,0.5588777946616671,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Basso e figli,0.061224489795918366,0.037756221211416245,0.5720387569060918,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Polizzi-Tozzi Group,0.0,0.007021665962965824,0.5884917037426577,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Cundari-Pizzetti Group,0.04081632653061225,0.0443144169805104,0.5840291517307755,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Norbiato-Visintini Group,0.02040816326530612,0.01728947074052945,0.6055930823261028,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
"Schicchi, Pacillo e Pertile SPA",0.04081632653061225,0.04402202471535368,0.6079016551988644,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Cheda-Ortolani s.r.l.,0.02040816326530612,0.02951585574737436,0.6080812702332486,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
Mascheroni-Zetticci e figli,0.02040816326530612,0.018850076814621617,0.5933385020834995,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"Dandolo, Pederiva e Canova Group",0.08163265306122448,0.060633607020397225,0.6157469620655355,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Gabba e figli,0.08163265306122448,0.07407666666596317,0.6044210178623809,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Tasca Group,0.0,0.010822161315871544,0.5885980997168897,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Gussoni s.r.l.,0.04081632653061225,0.04887463487747777,0.6200093235092635,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Trombetta e figli,0.061224489795918366,0.049414820438005075,0.6037592891389988,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Barcella SPA,0.9795918367346937,0.8886145531757501,0.7307375313185254,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
"Ginese, Ceravolo e Necci s.r.l.",0.04081632653061225,0.0392262452821663,0.6072763243023692,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Casarin-Brunelleschi e figli,0.08163265306122448,0.04357947300130968,0.6163417875405767,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Donarelli-Leonetti e figli,0.0,0.012246350700232122,0.5974720673393568,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Fattori-Germano s.r.l.,0.061224489795918366,0.02839605180837292,0.5748670359055916,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Mercadante, Pietrangeli e Ungaretti e figli",0.08163265306122448,0.04294505334431054,0.6094902557684518,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
"Pacelli, Carullo e Nievo SPA",0.02040816326530612,0.017183130291790038,0.5897244665350561,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Benedetti, Cammarata e Bombieri SPA",0.02040816326530612,0.018226046047333647,0.5815939501075564,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Morosini-Cardano SPA,0.02040816326530612,0.01956465746885483,0.589564872573708,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Scamarcio-Necci e figli,0.14285714285714285,0.12525953451479283,0.6565627169563896,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Babato s.r.l.,0.0,0.00017323737406637046,0.5901720726042136,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Leone, Forza e Rossini s.r.l.",0.12244897959183673,0.05922144446198816,0.6266514203406389,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
Navone-Finotto SPA,0.04081632653061225,0.04732497437730918,0.5858041771206667,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Nolcini, Branciforte e Pellico s.r.l.",0.10204081632653061,0.09734157044892389,0.6255546768473049,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Rossetti s.r.l.,0.8775510204081631,0.44361103363157817,0.6112628314500107,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
"Veltroni, Marsili e Pascarella e figli",0.0,0.006800497160600059,0.5859796941861741,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giannetti Group,0.02040816326530612,0.009959923233002415,0.5861985095944262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Salieri, Ruffini e Bajamonti s.r.l.",0.0,0.006751819408411504,0.6000275466173572,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Tutino-Frescobaldi e figli,0.08163265306122448,0.08756864264266587,0.6396464022441747,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Satriani-Ligorio e figli,0.061224489795918366,0.023464319079180205,0.5972900882860265,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Volta-Interminei s.r.l.,0.08163265306122448,0.04848425701482441,0.605588903708392,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Aulenti-Leblanc SPA,0.18367346938775508,0.07171909067420189,0.5810845065449426,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
"Casadei, Valier e Canil e figli",0.08163265306122448,0.05351348136074287,0.6243426508863444,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Ubaldi-Baglioni SPA,0.04081632653061225,0.04785802856837922,0.5664870423912701,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Tron SPA,0.061224489795918366,0.056254898763718454,0.5930243849562402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Bondumier-Spadafora e figli,0.02040816326530612,0.009147878490383635,0.594563381452376,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
Scalfaro-Salgari s.r.l.,0.08163265306122448,0.07040594449669375,0.555124801172271,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
"Malacarne, Mocenigo e Righi s.r.l.",0.02040816326530612,0.02229386146490662,0.5806049383347673,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Riccati-Fagotto e figli,0.10204081632653061,0.08604790219320214,0.5551579276808295,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
Iadanza SPA,0.02040816326530612,0.02620249884348091,0.604439773756834,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"Nolcini, Tarchetti e Donà SPA",0.10204081632653061,0.07542529840330765,0.5599191475277112,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Satriani-Bettoni e figli,0.08163265306122448,0.08305285395738687,0.6044793572126633,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Monicelli-Renault SPA,0.5714285714285714,0.452124613283789,0.3088201824110286,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
Munari Group,0.061224489795918366,0.05964583358892633,0.6179337501584308,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Serao e figli,0.04081632653061225,0.025582110993209273,0.6032956037085659,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Scandone SPA,0.02040816326530612,0.008841722055139983,0.5896508341496296,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Pucci-Boccioni SPA,0.061224489795918366,0.044560754332556234,0.6061499524436508,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Villarosa s.r.l.,0.4897959183673469,0.39010446188421893,0.7628068747989607,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
"Fallaci, Nolcini e Vasari SPA",0.04081632653061225,0.0340986224136486,0.5931115461835673,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Moschino s.r.l.,0.02040816326530612,0.028900231829305036,0.5869774160330334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Scarpetta, Taccola e Guicciardini SPA",0.061224489795918366,0.06459644158336493,0.5657620849820453,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Cutuli e figli,0.061224489795918366,0.03570567185631853,0.5774540236749187,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Lamborghini-Gozzi s.r.l.,0.16326530612244897,0.061491454333008615,0.5513172890711026,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
"Russo, Bruscantini e Odescalchi Group",0.08163265306122448,0.04966191329005347,0.5968478050399119,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"Binaghi, Luzi e Gentileschi SPA",0.24489795918367344,0.11734182107916767,0.5430793735994982,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
Mozart SPA,0.04081632653061225,0.04095491187301992,0.5945091199087619,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
